0.01,9.346008
0.01,8.499146
0.01,8.010864
0.01,7.537842
0.01,7.209778
0.01,6.607056
0.01,6.294250
0.01,5.622864
0.01,5.073547
0.01,4.570007
0.01,4.150391
0.01,3.829956
0.01,3.532410
0.01,2.967834
0.01,2.502441
0.01,2.014160
0.01,1.564026
0.01,1.350403
0.01,1.136780
0.01,0.946045
0.01,0.450134
