0.01,19.508362
0.01,18.951416
0.01,18.806458
0.01,17.135620
0.01,16.296387
0.01,16.075134
0.01,14.923096
0.01,14.434814
0.01,14.190674
0.01,13.069153
0.01,11.680603
0.01,11.100769
0.01,10.772705
0.01,10.101318
0.01,9.315491
0.01,8.789063
0.01,8.384705
0.01,7.896423
0.01,7.347107
0.01,6.423950
0.01,5.638123
0.01,4.570007
0.01,3.730774
0.01,2.891541
0.01,2.258301
0.01,1.335144
0.01,0.770569
