dt,cos,sin,angle,angular_velocity
0.010,-0.997823,0.065943,3.075601,10.012266
0.010,-0.999323,-0.036777,-3.104807,10.251397
0.011,-0.989181,-0.146701,-2.994360,10.384612
0.010,-0.970039,-0.242951,-2.896186,9.795841
0.011,-0.937349,-0.348390,-2.785739,10.378725
0.010,-0.900696,-0.434449,-2.692166,9.336166
0.011,-0.855369,-0.518019,-2.597059,8.941952
0.010,-0.805049,-0.593208,-2.506555,9.037232
0.010,-0.753206,-0.657784,-2.423720,8.271549
0.011,-0.699495,-0.714638,-2.345487,7.363219
0.010,-0.643854,-0.765148,-2.270322,7.233123
0.010,-0.596955,-0.802275,-2.210496,5.976577
0.011,-0.547919,-0.836531,-2.150671,5.632551
0.010,-0.502238,-0.864729,-2.096982,5.365808
0.011,-0.464645,-0.885497,-2.054030,4.038597
0.010,-0.431738,-0.901999,-2.017215,3.677770
0.011,-0.405269,-0.914198,-1.988069,2.746355
0.010,-0.385544,-0.922690,-1.966593,2.147414
0.010,-0.374192,-0.927351,-1.954322,1.227026
0.011,-0.369920,-0.929063,-1.949720,0.424454
0.010,-0.369920,-0.929063,-1.949720,0.000000
0.010,-0.379875,-0.925038,-1.960457,-1.073330
0.011,-0.395429,-0.918497,-1.977331,-1.588497
0.010,-0.415062,-0.909793,-1.998807,-2.147201
0.010,-0.448268,-0.893899,-2.035623,-3.680734
0.011,-0.484895,-0.874572,-2.077040,-3.897357
0.011,-0.527225,-0.849726,-2.126127,-4.618559
0.010,-0.570805,-0.821085,-2.178283,-5.212138
0.010,-0.620081,-0.784538,-2.239642,-6.132070
0.010,-0.672717,-0.739900,-2.308671,-6.647484
0.011,-0.730583,-0.682824,-2.389972,-7.643429
0.011,-0.785525,-0.618829,-2.474341,-7.935672
0.010,-0.834879,-0.550433,-2.558710,-8.412590
0.011,-0.883377,-0.468662,-2.653817,-8.952908
0.010,-0.923891,-0.382656,-2.748924,-9.494452
0.010,-0.955603,-0.294657,-2.842496,-9.342705
0.011,-0.982258,-0.187533,-2.952943,-10.380700
0.010,-0.996047,-0.088824,-3.052652,-9.943405
0.011,-0.999801,0.019970,3.121621,-10.230360
0.010,-0.992476,0.122440,3.018844,-10.019111
0.010,-0.973986,0.226608,2.912999,-10.563688
0.011,-0.943583,0.331135,2.804087,-10.235149
0.010,-0.907873,0.419244,2.708980,-9.484047
0.011,-0.860070,0.510176,2.606203,-9.662430
0.011,-0.808639,0.588306,2.512631,-8.795642
0.011,-0.756186,0.654356,2.428262,-7.934948
0.010,-0.699452,0.714680,2.345427,-8.264908
0.011,-0.644982,0.764198,2.271796,-6.930923
0.010,-0.591972,0.805958,2.204300,-6.741710
0.010,-0.541437,0.840742,2.142941,-6.129593
0.011,-0.495539,0.868586,2.089252,-5.053078
0.011,-0.459150,0.888359,2.047834,-3.897380
0.011,-0.421973,0.906608,2.006417,-3.897700
0.011,-0.393965,0.919126,1.975737,-2.885953
0.011,-0.375558,0.926799,1.955796,-1.876575
0.011,-0.361298,0.932450,1.940456,-1.444915
0.010,-0.359867,0.933004,1.938922,-0.153385
0.011,-0.359867,0.933004,1.938922,0.000000
0.010,-0.371289,0.928517,1.951194,1.183487
0.011,-0.391143,0.920330,1.972669,2.021855
0.010,-0.416402,0.909180,2.000281,2.759157
0.011,-0.450954,0.892547,2.038630,3.610827
0.010,-0.482157,0.876085,2.073912,3.526372
0.010,-0.527174,0.849758,2.126067,5.212142
0.010,-0.575783,0.817602,2.184358,5.825799
0.011,-0.629615,0.776907,2.251854,6.348276
0.011,-0.687294,0.726380,2.328553,7.208286
0.011,-0.745038,0.667022,2.411388,7.790228
0.010,-0.793024,0.609191,2.486553,7.327009
0.011,-0.847291,0.531130,2.581660,8.936878
0.011,-0.897311,0.441398,2.684437,9.664297
0.010,-0.934628,0.355626,2.778009,9.339878
0.011,-0.967359,0.253411,2.885388,10.090599
0.011,-0.988253,0.152827,2.988165,9.653384
0.011,-0.999204,0.039903,3.101679,10.661784
0.010,-0.998120,-0.061291,-3.080263,10.106997
0.010,-0.987061,-0.160343,-2.980555,9.951381
0.010,-0.964192,-0.265205,-2.873176,10.327866
0.011,-0.931895,-0.362728,-2.770399,9.666094
0.010,-0.894613,-0.446842,-2.678360,9.188143
0.010,-0.851371,-0.524564,-2.589390,8.884466
0.011,-0.799555,-0.600592,-2.497351,8.645374
0.011,-0.748139,-0.663542,-2.416050,7.645589
0.011,-0.692888,-0.721045,-2.336283,7.502348
0.010,-0.642680,-0.766135,-2.268788,6.744385
0.011,-0.593256,-0.805014,-2.205894,5.914361
0.011,-0.544064,-0.839044,-2.146069,5.627779
0.010,-0.502238,-0.864729,-2.096982,4.786146
0.011,-0.466003,-0.884783,-2.055564,3.899215
0.011,-0.435884,-0.900003,-2.021817,3.175628
0.011,-0.415062,-0.909793,-1.998807,2.164823
0.010,-0.398245,-0.917279,-1.980399,1.840128
0.011,-0.388373,-0.921502,-1.969661,1.010890
0.011,-0.385544,-0.922690,-1.966593,0.288965
0.010,-0.392609,-0.919705,-1.974263,-0.766829
0.010,-0.405269,-0.914198,-1.988069,-1.379166
0.011,-0.420636,-0.907229,-2.004943,-1.588796
0.010,-0.451008,-0.892520,-2.038691,-3.293760
0.010,-0.482210,-0.876056,-2.073972,-3.525645
0.010,-0.518070,-0.855338,-2.115390,-4.137266
0.011,-0.561956,-0.827167,-2.167545,-4.912055
0.011,-0.610407,-0.792088,-2.227370,-5.626719
0.011,-0.662438,-0.749117,-2.294865,-6.349447
0.010,-0.713606,-0.700547,-2.365428,-7.044841
0.011,-0.768141,-0.640280,-2.446729,-7.647749
0.010,-0.817602,-0.575784,-2.528030,-8.121142
0.010,-0.865529,-0.500859,-2.617001,-8.671175
0.010,-0.907255,-0.420582,-2.707506,-9.037237
0.011,-0.943603,-0.331078,-2.804147,-9.081433
0.010,-0.971511,-0.236995,-2.902322,-9.799759
0.010,-0.990062,-0.140629,-3.000496,-9.801718
0.010,-0.999323,-0.036777,-3.104807,-10.408007
0.011,-0.997721,0.067474,3.074067,-9.808002
0.011,-0.983932,0.178543,2.962087,-10.507433
0.011,-0.959130,0.282965,2.854708,-10.101060
0.010,-0.927351,0.374192,2.758067,-9.640396
0.010,-0.886918,0.461926,2.661427,-9.418273
0.010,-0.844016,0.536318,2.575524,-8.579759
0.010,-0.793024,0.609191,2.486553,-8.882667
0.011,-0.736796,0.676115,2.399116,-8.219672
0.011,-0.685062,0.728485,2.325485,-6.926954
0.010,-0.630806,0.775941,2.253388,-7.197731
0.011,-0.578289,0.815832,2.187426,-6.207715
0.010,-0.534972,0.844870,2.135271,-5.210532
0.010,-0.495539,0.868586,2.089252,-4.600332
0.010,-0.456422,0.889763,2.044766,-4.447089
0.010,-0.427528,0.904002,2.012553,-3.144049
0.011,-0.402407,0.915461,1.984941,-2.597190
0.011,-0.385489,0.922713,1.966534,-1.733216
0.011,-0.378400,0.925642,1.958864,-0.721734
0.010,-0.375558,0.926799,1.955796,-0.306674
0.011,-0.382656,0.923891,1.963466,0.722345
0.011,-0.399597,0.916691,1.981873,1.732731
0.011,-0.417797,0.908541,2.001815,1.876742
0.010,-0.444095,0.895980,2.030960,2.912945
0.010,-0.478121,0.878294,2.069310,3.755533
0.010,-0.515392,0.856954,2.112262,4.278009
0.011,-0.564442,0.825473,2.170553,5.486761
0.010,-0.613998,0.789308,2.231912,6.125304
0.010,-0.661243,0.750171,2.293271,6.132093
0.011,-0.716780,0.697299,2.369970,7.211632
0.011,-0.772991,0.634416,2.454339,7.933453
0.011,-0.823703,0.567021,2.538708,7.933405
0.011,-0.873827,0.486236,2.633815,8.940291
0.011,-0.916053,0.401058,2.728922,8.937717
0.010,-0.951897,0.306418,2.830165,9.744520
0.010,-0.977992,0.208641,2.931407,10.104946
0.010,-0.993904,0.110252,3.031116,9.954343
0.011,-1.000000,0.000030,3.141563,10.373885
0.010,-0.995484,-0.094934,-3.046516,9.496359
0.010,-0.980188,-0.198069,-2.942205,10.410063
0.011,-0.954695,-0.297587,-2.839428,9.661543
0.010,-0.922713,-0.385488,-2.745856,9.335235
0.011,-0.881935,-0.471370,-2.650749,8.939426
0.011,-0.835723,-0.549152,-2.560244,8.512091
0.010,-0.785525,-0.618829,-2.474341,8.367204
0.010,-0.735799,-0.677200,-2.397642,7.661617
0.011,-0.682867,-0.730542,-2.322477,7.071690
0.010,-0.633230,-0.773964,-2.256516,6.590012
0.010,-0.589545,-0.807735,-2.201292,5.517883
0.011,-0.545350,-0.838208,-2.147603,5.054008
0.010,-0.506213,-0.862409,-2.101584,4.599390
0.010,-0.474127,-0.880457,-2.064768,3.679993
0.010,-0.446896,-0.894586,-2.034089,3.066853
0.011,-0.426195,-0.904631,-2.011079,2.165840
0.011,-0.410870,-0.911694,-1.994205,1.588950
0.010,-0.403866,-0.914818,-1.986535,0.766448
0.011,-0.402462,-0.915437,-1.985001,0.144510
0.010,-0.410870,-0.911694,-1.994205,-0.919274
0.010,-0.423418,-0.905935,-2.008011,-1.380266
0.011,-0.444149,-0.895953,-2.031021,-2.168089
0.010,-0.472775,-0.881183,-2.063234,-3.220463
0.011,-0.508856,-0.860852,-2.104652,-3.899215
0.010,-0.545350,-0.838208,-2.147603,-4.289954
0.010,-0.585822,-0.810440,-2.196691,-4.733077
0.010,-0.630853,-0.775903,-2.253448,-5.670977
0.011,-0.682867,-0.730542,-2.322477,-6.489861
0.011,-0.734759,-0.678328,-2.396108,-6.928938
0.010,-0.783623,-0.621237,-2.471273,-7.508676
0.010,-0.834879,-0.550433,-2.558710,-8.729066
0.010,-0.878294,-0.478121,-2.643079,-8.422671
0.011,-0.917913,-0.396783,-2.733584,-8.511291
0.010,-0.950971,-0.309280,-2.827157,-9.341767
0.011,-0.978954,-0.204080,-2.936069,-10.232283
0.010,-0.994078,-0.108668,-3.032710,-9.415541
0.010,-0.999958,-0.009174,-3.132419,-9.953347
0.011,-0.995182,0.098047,3.043388,-10.084953
0.011,-0.979871,0.199631,2.940611,-9.662430
0.010,-0.955132,0.296179,2.840903,-9.946386
0.011,-0.919705,0.392609,2.738126,-9.662473
0.010,-0.879728,0.475477,2.646087,-9.190876
0.011,-0.831453,0.555595,2.552514,-8.792375
0.011,-0.779759,0.626080,2.465077,-8.221174
0.010,-0.730542,0.682868,2.389912,-7.504949
0.010,-0.677200,0.735799,2.314747,-7.244961
0.010,-0.628422,0.777872,2.250320,-6.433133
0.010,-0.580789,0.814054,2.190494,-5.978376
0.011,-0.534972,0.844870,2.135271,-5.195306
0.011,-0.492872,0.870102,2.086184,-4.622064
0.010,-0.460512,0.887654,2.049368,-3.679995
0.011,-0.433067,0.901362,2.018688,-2.885963
0.010,-0.413611,0.910454,1.997213,-2.147141
0.011,-0.401003,0.916077,1.983407,-1.299578
0.010,-0.391143,0.920330,1.972669,-1.047581
0.011,-0.395374,0.918520,1.977271,0.433165
0.011,-0.406616,0.913599,1.989543,1.155626
0.010,-0.420582,0.907255,2.004883,1.532379
0.011,-0.445469,0.895297,2.032494,2.601070
0.010,-0.468662,0.883377,2.058572,2.605135
0.011,-0.508804,0.860882,2.104592,4.334615
0.010,-0.546585,0.837404,2.149077,4.447094
0.010,-0.594442,0.804138,2.207368,5.823465
0.010,-0.640280,0.768141,2.265660,5.821764
0.010,-0.691738,0.722149,2.334689,6.651356
0.011,-0.747081,0.664733,2.414456,7.503734
0.010,-0.794889,0.606755,2.489621,7.507949
0.011,-0.844837,0.535023,2.577058,8.214985
0.010,-0.889736,0.456476,2.667563,9.036356
0.011,-0.930756,0.365641,2.767271,9.376738
0.011,-0.962113,0.272650,2.865446,9.227727
0.010,-0.984475,0.175524,2.965155,9.951407
0.010,-0.997400,0.072065,3.069465,10.410063
0.010,-0.999700,-0.024511,-3.117079,9.649054
0.010,-0.992294,-0.123903,-3.017370,9.715368
0.010,-0.975709,-0.219072,-2.920729,9.647116
0.011,-0.946611,-0.322379,-2.813351,10.087772
0.010,-0.915461,-0.402407,-2.727448,8.578016
0.011,-0.872361,-0.488863,-2.630807,9.084021
0.011,-0.827201,-0.561906,-2.544904,8.078840
0.010,-0.778835,-0.627229,-2.463603,8.114656
0.011,-0.726380,-0.687294,-2.383836,7.503053
0.010,-0.677244,-0.735758,-2.314807,6.895358
0.010,-0.632042,-0.774934,-2.254982,5.976557
0.011,-0.585822,-0.810440,-2.196691,5.488293
0.010,-0.544064,-0.839044,-2.146069,5.055942
0.011,-0.507535,-0.861631,-2.103118,4.043523
0.011,-0.476826,-0.878998,-2.067836,3.319936
0.010,-0.452376,-0.891827,-2.040225,2.760245
0.011,-0.437264,-0.899333,-2.023351,1.588798
0.011,-0.422027,-0.906583,-2.006477,1.587752
0.011,-0.420636,-0.907229,-2.004943,0.144471
0.010,-0.422027,-0.906583,-2.006477,-0.153323
0.010,-0.433121,-0.901336,-2.018749,-1.183145
0.010,-0.448268,-0.893899,-2.035623,-1.687304
0.010,-0.471423,-0.881907,-2.061700,-2.607195
0.010,-0.496923,-0.867795,-2.090846,-2.912410
0.011,-0.533726,-0.845657,-2.133797,-4.043900
0.010,-0.572064,-0.820209,-2.179817,-4.599415
0.011,-0.617671,-0.786437,-2.236574,-5.339488
0.010,-0.664733,-0.747081,-2.297933,-6.129001
0.011,-0.714680,-0.699452,-2.366962,-6.495999
0.010,-0.761222,-0.648492,-2.435992,-6.888475
0.010,-0.811372,-0.584530,-2.517292,-7.929256
0.011,-0.859317,-0.511443,-2.604729,-8.222746
0.010,-0.900696,-0.434449,-2.692166,-8.732552
0.011,-0.937883,-0.346952,-2.787273,-8.936062
0.011,-0.968147,-0.250384,-2.888516,-9.518711
0.010,-0.987549,-0.157314,-2.983623,-9.494452
0.010,-0.998213,-0.059760,-3.081797,-9.798779
0.011,-0.998940,0.046033,3.095543,-9.947955
0.010,-0.988946,0.148277,2.992767,-10.257518
0.011,-0.968515,0.248957,2.889990,-9.658835
0.010,-0.941016,0.338362,2.796417,-9.113942
0.010,-0.905934,0.423418,2.704378,-9.190923
0.011,-0.860852,0.508856,2.607737,-9.083997
0.010,-0.814019,0.580839,2.521834,-8.577185
0.011,-0.764159,0.645028,2.440533,-7.638374
0.011,-0.709251,0.704956,2.359232,-7.647769
0.011,-0.657784,0.753206,2.288669,-6.631951
0.011,-0.610359,0.792125,2.227310,-5.777909
0.010,-0.568234,0.822867,2.175155,-5.213138
0.010,-0.527174,0.849758,2.126067,-4.785235
0.010,-0.490200,0.871610,2.083116,-4.293406
0.011,-0.460512,0.887654,2.049368,-3.178342
0.010,-0.439967,0.898014,2.026358,-2.300316
0.010,-0.421973,0.906608,2.006417,-1.993202
0.011,-0.416402,0.909180,2.000281,-0.577768
0.010,-0.408017,0.912974,1.991077,-0.920002
0.011,-0.415007,0.909818,1.998747,0.722007
0.010,-0.426141,0.904657,2.011019,1.227145
0.010,-0.448214,0.893926,2.035562,2.454082
0.010,-0.471370,0.881935,2.061640,2.543632
0.011,-0.503512,0.863988,2.098456,3.465200
0.011,-0.540146,0.841571,2.141407,4.041257
0.011,-0.588257,0.808674,2.199698,5.483099
0.011,-0.635555,0.772056,2.259524,5.625682
0.011,-0.685062,0.728485,2.325485,6.203046
0.011,-0.736796,0.676115,2.399116,6.924997
0.011,-0.787383,0.616464,2.477349,7.357702
0.011,-0.839877,0.542776,2.567854,8.508861
0.011,-0.886209,0.463286,2.659893,8.405816
0.011,-0.927351,0.374192,2.758067,9.281029
0.010,-0.957818,0.287376,2.850106,9.185413
0.011,-0.982534,0.186085,2.954417,9.804278
0.011,-0.996569,0.082770,3.058728,9.793213
0.010,-0.999958,-0.009174,-3.132419,9.190928
0.011,-0.993740,-0.111717,-3.029642,9.660611
0.011,-0.975032,-0.222064,-2.917661,10.516356
0.011,-0.950495,-0.310739,-2.825623,8.652699
0.011,-0.914222,-0.405214,-2.724380,9.508883
0.010,-0.876085,-0.482158,-2.638477,8.374553
0.011,-0.831486,-0.555545,-2.552574,8.071243
0.011,-0.779796,-0.626033,-2.465137,8.219647
0.011,-0.733718,-0.679454,-2.394574,6.639474
0.010,-0.683987,-0.729494,-2.324011,7.048335
0.011,-0.639148,-0.769084,-2.264186,5.629370
0.011,-0.590784,-0.806830,-2.202826,5.770836
0.011,-0.547919,-0.836531,-2.150671,4.905579
0.011,-0.516758,-0.856132,-2.113856,3.465176
0.010,-0.487576,-0.873080,-2.080108,3.373452
0.010,-0.466003,-0.884783,-2.055564,2.454128
0.011,-0.449638,-0.893211,-2.037157,1.733523
0.010,-0.440021,-0.897987,-2.026419,1.073445
0.010,-0.438643,-0.898661,-2.024885,0.153263
0.011,-0.441398,-0.897311,-2.027953,-0.289078
0.011,-0.448268,-0.893899,-2.035623,-0.721663
0.010,-0.468715,-0.883349,-2.058632,-2.299830
0.011,-0.491589,-0.870827,-2.084710,-2.455485
0.011,-0.523309,-0.852143,-2.121526,-3.464547
0.010,-0.561956,-0.827167,-2.167545,-4.433602
0.011,-0.601866,-0.798597,-2.216632,-4.616822
0.011,-0.645028,-0.764159,-2.271856,-5.197309
0.011,-0.695097,-0.718916,-2.339351,-6.343473
0.011,-0.744054,-0.668120,-2.409914,-6.639472
0.010,-0.789308,-0.613998,-2.480477,-7.045521
0.011,-0.839910,-0.542726,-2.567914,-8.224295
0.011,-0.881211,-0.472723,-2.649215,-7.644147
0.011,-0.922120,-0.386903,-2.744322,-8.936061
0.010,-0.954237,-0.299051,-2.837894,-9.342702
0.010,-0.977684,-0.210083,-2.929933,-8.969357
0.011,-0.994568,-0.104092,-3.037312,-10.093472
0.010,-0.999981,-0.006106,-3.135487,-9.801695
0.010,-0.996177,0.087356,3.054126,-9.338996
0.011,-0.982247,0.187592,2.952883,-9.512440
0.010,-0.959994,0.280022,2.857776,-9.490683
0.011,-0.927924,0.372769,2.759601,-9.234683
0.010,-0.889736,0.456476,2.667563,-9.187200
0.011,-0.844837,0.535023,2.577058,-8.508109
0.010,-0.797673,0.603090,2.494223,-7.938211
0.011,-0.746060,0.665879,2.412922,-7.679594
0.011,-0.696156,0.717891,2.340825,-6.780979
0.010,-0.650824,0.759229,2.279465,-6.129642
0.010,-0.603043,0.797709,2.218106,-6.129025
0.011,-0.559366,0.828921,2.164417,-5.055411
0.010,-0.523258,0.852175,2.121465,-4.292554
0.011,-0.490200,0.871610,2.083116,-3.608491
0.011,-0.464592,0.885525,2.053970,-2.742482
0.010,-0.449584,0.893238,2.037096,-1.686965
0.010,-0.431683,0.902025,2.017154,-1.945982
0.011,-0.427528,0.904002,2.012553,-0.433323
0.011,-0.431683,0.902025,2.017154,0.432997
0.010,-0.441344,0.897338,2.027892,1.073767
0.011,-0.459150,0.888359,2.047834,1.877281
0.010,-0.476773,0.879027,2.067776,1.993051
0.011,-0.507483,0.861662,2.103058,3.320254
0.010,-0.541437,0.840742,2.142941,3.987302
0.011,-0.583284,0.812268,2.193562,4.764093
0.010,-0.622438,0.782669,2.242650,4.904329
0.010,-0.671537,0.740971,2.307077,6.208565
0.010,-0.719982,0.693993,2.374572,6.743687
0.011,-0.770064,0.637967,2.449737,7.065059
0.011,-0.819330,0.573322,2.531038,7.643405
0.011,-0.867031,0.498254,2.620009,8.368223
0.010,-0.906583,0.422028,2.705912,8.576279
0.011,-0.943583,0.331135,2.804087,9.228642
0.011,-0.971132,0.238543,2.900728,9.080578
0.011,-0.990269,0.139169,3.001971,9.508904
0.010,-0.999264,0.038370,3.103213,9.860456
0.011,-0.998025,-0.062822,-3.078729,9.520534
0.010,-0.987306,-0.158829,-2.982089,9.647119
0.010,-0.967761,-0.251869,-2.886982,9.490659
0.011,-0.940516,-0.339749,-2.794943,8.659222
0.010,-0.904657,-0.426141,-2.701370,9.340811
0.011,-0.863215,-0.504837,-2.612399,8.364263
0.010,-0.821120,-0.570756,-2.534166,7.813761
0.011,-0.773029,-0.634370,-2.454399,7.503073
0.010,-0.723209,-0.690629,-2.379234,7.509428
0.010,-0.678372,-0.734719,-2.316341,6.055078
0.010,-0.634416,-0.772991,-2.258050,5.825238
0.011,-0.592021,-0.805923,-2.204360,5.052599
0.010,-0.558143,-0.829745,-2.162943,4.138487
0.011,-0.524615,-0.851339,-2.123060,3.754853
0.010,-0.500911,-0.865499,-2.095448,2.760267
0.011,-0.478173,-0.878265,-2.069370,2.454561
0.010,-0.460565,-0.887626,-2.049428,1.993648
0.011,-0.453744,-0.891132,-2.041758,0.721869
0.011,-0.456476,-0.889736,-2.044826,-0.288858
0.010,-0.461926,-0.886918,-2.050962,-0.598509
0.011,-0.471423,-0.881907,-2.061700,-1.010607
0.010,-0.490253,-0.871580,-2.083176,-2.146554
0.011,-0.515444,-0.856923,-2.112322,-2.743511
0.010,-0.547919,-0.836531,-2.150671,-3.834002
0.011,-0.580838,-0.814019,-2.190555,-3.754172
0.011,-0.622485,-0.782632,-2.242710,-4.905581
0.011,-0.669305,-0.742988,-2.304069,-5.769726
0.011,-0.717891,-0.696156,-2.371564,-6.351246
0.010,-0.766173,-0.642634,-2.443661,-6.943116
0.011,-0.812268,-0.583284,-2.518826,-7.070359
0.011,-0.858532,-0.512761,-2.603195,-7.929695
0.010,-0.898014,-0.439967,-2.686030,-8.272374
0.011,-0.934650,-0.355570,-2.778069,-8.651885
0.011,-0.965402,-0.260765,-2.877778,-9.370560
0.010,-0.985019,-0.172444,-2.968283,-9.037233
0.010,-0.996944,-0.078123,-3.063390,-9.496353
0.010,-0.999857,0.016903,3.124689,-9.495409
0.011,-0.993208,0.116349,3.024980,-9.368837
0.010,-0.977671,0.210141,2.929873,-9.265615
0.011,-0.951897,0.306418,2.830165,-9.370558
0.011,-0.917889,0.396838,2.733524,-9.080626
0.011,-0.876794,0.480866,2.639951,-8.798125
0.010,-0.834001,0.551763,2.557116,-8.272398
0.011,-0.785488,0.618877,2.474281,-7.782899
0.010,-0.739900,0.672717,2.403718,-7.050479
0.011,-0.689519,0.724268,2.331621,-6.782256
0.011,-0.637921,0.770102,2.262592,-6.490502
0.011,-0.594442,0.804138,2.207368,-5.196325
0.011,-0.554269,0.832337,2.158281,-4.618973
0.010,-0.523258,0.852175,2.121465,-3.679628
0.011,-0.491537,0.870857,2.084650,-3.465523
0.010,-0.472722,0.881211,2.063174,-2.146984
0.011,-0.455057,0.890462,2.043232,-1.877989
0.010,-0.446842,0.894613,2.034028,-0.920193
0.010,-0.442720,0.896660,2.029426,-0.460011
0.011,-0.450954,0.892547,2.038630,0.866321
0.010,-0.460512,0.887654,2.049368,1.073230
0.010,-0.480813,0.876823,2.072378,2.219539
0.010,-0.503512,0.863988,2.098456,2.605657
0.011,-0.531079,0.847323,2.130669,3.034781
0.010,-0.569496,0.821994,2.176689,4.598948
0.010,-0.609143,0.793060,2.225776,4.906244
0.010,-0.649659,0.760226,2.277931,5.212142
0.011,-0.698355,0.715752,2.343893,6.199543
0.011,-0.748099,0.663587,2.415990,6.786091
0.011,-0.795819,0.605535,2.491155,7.069049
0.010,-0.843192,0.537612,2.573990,8.274003
0.010,-0.883349,0.468715,2.653757,7.771643
0.011,-0.925038,0.379875,2.751931,9.226862
0.011,-0.957376,0.288845,2.848572,9.084044
0.010,-0.978628,0.205640,2.934475,8.577135
0.011,-0.994876,0.101100,3.040320,9.938568
0.011,-1.000000,0.000030,3.141563,9.517859
0.010,-0.995628,-0.093407,-3.048050,9.337107
0.011,-0.981385,-0.192051,-2.948341,9.374087
0.011,-0.958275,-0.285849,-2.851700,9.082311
0.011,-0.925642,-0.378400,-2.753525,9.226885
0.010,-0.891159,-0.453690,-2.670691,8.273199
0.011,-0.850565,-0.525870,-2.587856,7.784389
0.011,-0.804138,-0.594442,-2.505021,7.794653
0.011,-0.753206,-0.657784,-2.423720,7.641275
0.010,-0.709294,-0.704913,-2.359293,6.435038
0.011,-0.663586,-0.748100,-2.296399,5.917705
0.011,-0.623685,-0.781676,-2.244244,4.906041
0.010,-0.587065,-0.809540,-2.198225,4.598008
0.011,-0.547919,-0.836531,-2.150671,4.475625
0.010,-0.522001,-0.852945,-2.119992,2.956594
0.010,-0.500911,-0.865499,-2.095448,2.453883
0.011,-0.479520,-0.877531,-2.070904,2.310205
0.011,-0.474127,-0.880457,-2.064768,0.577714
0.011,-0.468715,-0.883349,-2.058632,0.577714
